0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
0,1
2,1
4,1
6,1
8,1
10,1
12,1
14,1
16,1
18,1
20,1
22,1
24,1
26,1
28,1
30,1
32,1
34,1
36,1
38,1
40,1
42,1
44,1
46,1
48,1
50,1
52,1
54,1
56,1
58,1
60,1
62,1
0,2
2,2
4,2
6,2
8,2
10,2
12,2
14,2
16,2
18,2
20,2
22,2
24,2
26,2
28,2
30,2
32,2
34,2
36,2
38,2
40,2
42,2
44,2
46,2
48,2
50,2
52,2
54,2
56,2
58,2
60,2
62,2
0,3
2,3
4,3
6,3
8,3
10,3
12,3
14,3
16,3
18,3
20,3
22,3
24,3
26,3
28,3
30,3
32,3
34,3
36,3
38,3
40,3
42,3
44,3
46,3
48,3
50,3
52,3
54,3
56,3
58,3
60,3
62,3
0,4
2,4
4,4
6,4
8,4
10,4
12,4
14,4
16,4
18,4
20,4
22,4
24,4
26,4
28,4
30,4
32,4
34,4
36,4
38,4
40,4
42,4
44,4
46,4
48,4
50,4
52,4
54,4
56,4
58,4
60,4
62,4
0,5
2,5
4,5
6,5
8,5
10,5
12,5
14,5
16,5
18,5
20,5
22,5
24,5
26,5
28,5
30,5
32,5
34,5
36,5
38,5
40,5
42,5
44,5
46,5
48,5
50,5
52,5
54,5
56,5
58,5
60,5
62,5
0,6
1,6
2,6
3,6
4,6
5,6
6,6
7,6
8,6
9,6
10,6
11,6
12,6
13,6
14,6
15,6
16,6
17,6
18,6
19,6
20,6
21,6
22,6
23,6
24,6
25,6
26,6
27,6
28,6
29,6
30,6
31,6
32,6
33,6
34,6
35,6
36,6
37,6
38,6
39,6
40,6
41,6
42,6
43,6
44,6
45,6
46,6
47,6
48,6
49,6
50,6
51,6
52,6
53,6
54,6
55,6
56,6
57,6
58,6
59,6
60,6
61,6
62,6
0,7
2,7
4,7
6,7
8,7
10,7
12,7
14,7
16,7
18,7
20,7
22,7
24,7
26,7
28,7
30,7
32,7
34,7
36,7
38,7
40,7
42,7
44,7
46,7
48,7
50,7
52,7
54,7
56,7
58,7
60,7
62,7
0,8
2,8
4,8
6,8
8,8
10,8
12,8
14,8
16,8
18,8
20,8
22,8
24,8
26,8
28,8
30,8
32,8
34,8
36,8
38,8
40,8
42,8
44,8
46,8
48,8
50,8
52,8
54,8
56,8
58,8
60,8
62,8
0,9
2,9
4,9
6,9
8,9
10,9
12,9
14,9
16,9
18,9
20,9
22,9
24,9
26,9
28,9
30,9
32,9
34,9
36,9
38,9
40,9
42,9
44,9
46,9
48,9
50,9
52,9
54,9
56,9
58,9
60,9
62,9
0,10
2,10
4,10
6,10
8,10
10,10
12,10
14,10
16,10
18,10
20,10
22,10
24,10
26,10
28,10
30,10
32,10
34,10
36,10
38,10
40,10
42,10
44,10
46,10
48,10
50,10
52,10
54,10
56,10
58,10
60,10
62,10
0,11
2,11
4,11
6,11
8,11
10,11
12,11
14,11
16,11
18,11
20,11
22,11
24,11
26,11
28,11
30,11
32,11
34,11
36,11
38,11
40,11
42,11
44,11
46,11
48,11
50,11
52,11
54,11
56,11
58,11
60,11
62,11
0,12
1,12
2,12
3,12
4,12
5,12
6,12
7,12
8,12
9,12
10,12
11,12
12,12
13,12
14,12
15,12
16,12
17,12
18,12
19,12
20,12
21,12
22,12
23,12
24,12
25,12
26,12
27,12
28,12
29,12
30,12
31,12
32,12
33,12
34,12
35,12
36,12
37,12
38,12
39,12
40,12
41,12
42,12
43,12
44,12
45,12
46,12
47,12
48,12
49,12
50,12
51,12
52,12
53,12
54,12
55,12
56,12
57,12
58,12
59,12
60,12
61,12
62,12
